Artists,Title,Rating,Number of Votes,Movie Title
"Kumar Sanu, Alka Yagnik",Kya Tum Mujhse Pyar Karte Ho Ha Kasm Se,4.00,20,Naajayaz
"Kumar Sanu, Alka Yagnik","Ek Kadam Tera Ek Kadam Mera, Sang Hum Chale Ho Safar Pura",4.64,11,Naajayaz
"Alka Yagnik, Ila Arun",Darvajjaa Khula Chhod Aai Nind Ke Maare,3.50,12,Naajayaz
"Alka Yagnik, Kumar Sanu","Bol Kiska Naam Hai, Laal Laal Hontho Pe",3.21,19,Naajayaz
Pankaj Udhas,Chitthi Aai Hai Aai Hai Chitthi Aai Hai,4.35,945,Naam
"Manhar Udhas, Mohammed Aziz",Tu Kal Chala Jaayega,4.05,197,Naam
Lata Mangeshkar,Veriya Ve Ho Kiya Kya Kasoor Maine Tera Ve,4.24,90,Naam
Mohammed Aziz,Amiro Ki Shaam Garibo Ke Naam,3.97,30,Naam
Kavita Krishnamurthy,Tere Dil Ki Tu Jaane,3.61,36,Naam
Mohammed Aziz,Tu Kal Chala Jaayega (Sad Version),3.94,17,Naam
"Hemlata, Jaspal Singh",Kaun Disha Mein Leke Chala Re Batohiya,4.45,377,Nadiya Ke Paar
"Jaspal Singh, Hemlata",Jab Tak Pure Naa Hon Phere Saat,4.22,99,Nadiya Ke Paar
"Chandrani Mukherjee, Hemlata, Jaspal Singh","Jogi Ji Dhire Dhire, Jogi Ji Vaah Jogi Ji",4.26,35,Nadiya Ke Paar
Jaspal Singh,Saanchi Kahen Tore Aavan Se Hamare,4.26,42,Nadiya Ke Paar
"Suresh Wadkar, Hemlata",Gunja Re Chandan Chandan Chandan,4.17,30,Nadiya Ke Paar
Hemlata,Jab Tak Pure Naa Hon Phere Saat (2),3.00,5,Nadiya Ke Paar
"Asha Bhosle, Mohammed Rafi",Tere Ishq Ka Mujh Pe Hua Yeh Asar Hai,4.21,159,Nagin
"Lata Mangeshkar, Mahendra Kapoor",Tere Sang Pyaar Mai Nahee Todana (Duet),4.12,101,Nagin
"Suman Kalyanpur, Kishore Kumar",Tere Mera Mera Tera Mil Gaya Dil,3.24,250,Nagin
"Mohammed Rafi, Lata Mangeshkar",Tere Mere Yaraane Ho,4.33,30,Nagin
"Lata Mangeshkar, Mahendra Kapoor",Tere Sang Pyaar Mai Nahee Todna,4.04,28,Nagin
Anuradha Paudwal,Bhuli Bisari Ek Kahani Phir Aai Ek Yaad Puraani,4.00,40,Nagina
Mohammed Aziz,Aaj Kal Yaad Kuchh Aur Rahta Nahi,3.98,43,Nagina
Kavita Krishnamurthy,Balma Balma Tum Balma Ho Mere Khali Naam Ke,3.97,30,Nagina
Lata Mangeshkar,Mai Teree Dushman Dushman Too Mera,3.67,30,Nagina
"Anuradha Paudwal, Mohammed Aziz",Tune Bechain Itna Jyada Kiya,4.40,15,Nagina
Kishore Kumar,"Buzurgon Ne Faramaya, Ke Pag Ghunghroo Bandh Mira Nachi Thi",4.23,113,Namak Halaal
Kishore Kumar,Thodi Si Jo Pee Lee Hai Chori To Nahi Ki Hai,4.29,56,Namak Halaal
Asha Bhosle,Jawani Janeman Hasin Dilruba,4.28,93,Namak Halaal
"Asha Bhosle, Kishore Kumar",Aaj Rapat Jaaye Toh Hame Naa Uthaiyyo,4.23,81,Namak Halaal
"Shashi Kapoor, Asha Bhosle, Bappi Lahiri","Raat Baki, Baat Baki, Hona Hai Jo, Ho Jaane Do",4.21,57,Namak Halaal
Kishore Kumar,Diye Jalte Hain Phool Khilte Hain,4.36,210,Namak Haraam
"Rajesh Khanna, Kishore Kumar",Wo Jhutha Hai Vote Na Usako Dena,4.77,13,Namak Haraam
"Usha Mangeshkar, Asha Bhosle",Suni Re Sajaria Sajan Bin Tere,4.71,7,Namak Haraam
Kishore Kumar,"Nadiya Se Dariya, Dariya Se Sagar, Sagar Se Gahra Jaam",4.45,113,Namak Haraam
Kishore Kumar,Mai Shayar Badnaam Ho Main Chala,4.35,68,Namak Haraam
,Holi Hai Ho Sarah Rah Rah,4.20,5,Namak Haraam
"Krishna, Rahat Fateh Ali Khan","Mai Jahan Rahu, Mai Kahee Bhee Hu",4.41,71,Namastey London
"Himesh Reshammiya, Sunidhi Chauhan",Yahee Hota Pyaar Hai Kya,4.18,22,Namastey London
RDB,Rafta Rafta Dekho Dekho Kya Ho Gaya,4.04,47,Namastey London
Himesh Reshammiya,"Chakna, Chakna, Chakna",4.58,12,Namastey London
"Krishna Beura, Rahat Fateh Ali Khan",Mai Jahaa Rahu (Remix),4.31,16,Namastey London
Himesh Reshammiya,Viraaniya (Mehfil Mix),4.75,4,Namastey London
"Rahat Fateh Ali Khan, Krishna Beura",Mai Jaha Rahu (Mehfil Mix),4.67,6,Namastey London
Himesh Reshammiya,Chakna Chakna (Remix),4.50,2,Namastey London
Himesh Reshammiya,Yeh Viraniya,4.44,9,Namastey London
RDB,Rafta Rafta (Remix),4.20,5,Namastey London
"Himesh Reshammiya, Sunidhi Chauhan",Yahi Hota Pyaar (Remix),4.17,6,Namastey London
"Zubeen Garg, Alisha Chinai","Dilruba Dilnashee, Maahruh Mahjabee",4.11,9,Namastey London
"Akriti Kakkar, Jayesh Gandhi",Aanan Fanan Huwa Kya Se Kya,4.00,7,Namastey London
Himesh Reshammiya,Viraaniya (Remix),3.86,7,Namastey London
"Akriti Kakar, Jayesh Gandhi",Aanan Faanan (Mehfil Mix),3.00,1,Namastey London
"Akriti Kakkar, Jayesh Gandhi",Aanan Faanan (Remix),3.00,1,Namastey London
"Zubeen Garg, Alisha Chinai",Dilruba (Remix),3.00,1,Namastey London
"Himesh Reshammiya, Sunidhi Chauhan",Yahi Hota Pyaar (Mehfil Mix),3.00,1,Namastey London
"Rishi Kapoor, Amitabh Bachchan, Mohammed Rafi",Chal Mere Bhai Tere Hath Jodta Hu,4.35,161,Naseeb
Lata Mangeshkar,Mere Naseeb Mein Tu Hai Ke Nahi,4.23,176,Naseeb
"Kamlesh Avasthi, Suman Kalyanpur, Anwar",Zindagi Imtihan Leti Hai,3.97,432,Naseeb
Mohammed Rafi,Jone Jaani Janaardan,4.38,60,Naseeb
"Usha Mangeshkar, Kishore Kumar",Pakdo Pakdo Dekho Jane Na Paye,4.00,21,Naseeb
"Usha Mangeshkar, Asha Bhosle, Mohammed Rafi, Kishore Kumar",Rang Jamake Jayenge Chakkar Chala Ke Jayenge,4.42,26,Naseeb
Kavi Pradeep,Dekh Tere Sansaar Ki Haalat Kyaa Ho Gai Bhagavaan,4.51,418,Nastik
Lata Mangeshkar,Tere Hote Huye Aaj Mai Lut Rahi,4.70,20,Nastik
Lata Mangeshkar,Hone Lagaa Hai Mujhape Jawaani Kaa Ab Asar,4.59,22,Nastik
"Hemant Kumar, Lata Mangeshkar",Gagan Jhanajhanaa Rahaa,4.54,35,Nastik
Lata Mangeshkar,Kaanha Bajaye Bansari,4.35,40,Nastik
Lata Mangeshkar,"Bhule Bhatake Logo, Jay Jay Raam Raghurai",4.73,15,Nastik
Lata Mangeshkar,Kaise Aaye Hai Din Hai Andher Ke,4.36,14,Nastik
"Chitalkar Ramchandra, Lata Mangeshkar","Duniya Bhar Ke Naastik, Zor Lagaa Le Are Zamaane",4.26,19,Nastik
Lata Mangeshkar,Amrit Aur Zahar Donon Hain,4.23,44,Nastik
Kishore Kumar,Aaj Ka Ye Din Kal Ban Jayega Kal,4.56,18,Nastik
Kishore Kumar,Dulha Dulhan Ki Jodi,4.80,5,Nastik
"Alka Yagnik, Sadhana Sargam",Sagre Jagat Ka Ek Rakhwala (Female),4.80,5,Nastik
"Mahendra Kapoor, Manhar Udhas",Sare Jagat Ka Ek Rakhwala (Male),4.50,4,Nastik
Asha Bhosle,Mai Hu Tere Saamne Tu Hai Mere Samne,4.33,6,Nastik
"Amit Kumar, Asha Bhosle",Pyare Tere Pyar Me Lut Gaye Hum Bazar Me,4.33,3,Nastik
Anup Jalota,Ankh Zhapak Ke Khel Gaye,3.00,1,Nastik
Anup Jalota,Aankh Zhapak Ke Khel Gaye,1.00,2,Nastik
"Asha Bhosle, Mahendra Kapoor",Aadha Hai Chandrama Raat Aadhee,4.27,1776,Navrang
"Asha Bhosle, Manna Dey",Too Chhupi Hai Kaha,4.39,193,Navrang
"Chitalkar Ramchandra, Asha Bhosle","Aayaa Holi Ka Tyohaar, Ude Rag Ki Bauchhaar",4.25,170,Navrang
Bharat Vyas,Kaviraajaa Kavitaa Ke Mat Ab Kaan Marodo,4.53,32,Navrang
Mahendra Kapoor,"Naa Raaja Rahega, Naa Raani Rahegee",4.50,22,Navrang
Asha Bhosle,Tum Mere Mai Teri,4.44,25,Navrang
"Chitalkar Ramchandra, Asha Bhosle",Kaari Kaari Kaari Andhiyaari Thi Raat,4.43,37,Navrang
Mahendra Kapoor,Shamal Shamal Baran Komal Komal Charan,4.34,29,Navrang
Asha Bhosle,Aa Dil Se Dil Mila Le,4.33,27,Navrang
"Asha Bhosle, Manna Dey",Rang De Re Jivan Ki Chunariya,4.21,14,Navrang
Chitalkar Ramchandra,Tum Paschim Ho Hum Purab Hai,4.13,16,Navrang
Asha Bhosle,Tum Saiya Gulab Ke Phool,3.95,19,Navrang
"Shamshad Begum, Kishore Kumar","Meri Nindon Me Tum, Mere Khvabo Me Tum",4.40,430,Naya Andaz
"Mohammed Rafi, Kishore Kumar, Shamshad Begum",Aaj Suhani Raat Re Aha Aha,4.58,48,Naya Andaz
"Mohammed Rafi, Asha Bhosle",Ye Raat Aashiqana Chaya Sama Suhana,4.55,31,Naya Andaz
"Kishore Kumar, Shamshad Begum",Chana Zor Garam Babu Mai Laya Majhedar,4.48,29,Naya Andaz
Shamshad Begum,Raat Rangili Gaye Re Mose Raha Na Jaye Re,4.40,25,Naya Andaz
Shamshad Begum,Bach Ke Balam Kahan Jaoge,4.24,21,Naya Andaz
Kishore Kumar,Duniya Ke Bazar Me Kaise Khel Tamashe Chalu,4.42,12,Naya Andaz
Kishore Kumar,Apna To Zamane Me Bas Itna Fasana Hai,4.37,19,Naya Andaz
Kishore Kumar,Hawa Pichle Pahar Jab Dur Sahnaai Bajti Hai,4.31,13,Naya Andaz
Kishore Kumar,Mehfil Me Aaj Teri Diwane Aa Gaye,4.22,18,Naya Andaz
"Kishore Kumar, Shamshad Begum",Tumhi Se Pyar Tumhi Se Qarar Milta Hai,4.12,17,Naya Andaz
"Mukesh, Lata Mangeshkar",Bikharaa Ke Zulfen Chaman Men Na Jaanaa,4.59,69,Nazrana
Mukesh,"Ek Who Bhi Diwali Thi, Ek Ye Bhi Diwali Hai",4.58,52,Nazrana
Mohammed Rafi,Ek Pyasa Tujhe Maikhana Diye Jata Hai,4.56,84,Nazrana
Lata Mangeshkar,Dekha Hai Tumne Jidhar Jidhar,4.71,28,Nazrana
"Mukesh, Asha Bhosle",Mere Pichhe Ik Divaana,4.45,31,Nazrana
Lata Mangeshkar,"Mele Hain Chiraago Ke, Rangin Diwali Hai, Mahka Hua Gulshan Hai",4.39,36,Nazrana
Lata Mangeshkar,Maine Apni Shama Bujha Kar Teri Shama Jala Di,4.32,25,Nazrana
"Alisha Chinai, Sonu Nigam",Ishq Dee Gallee Vich No Entry,3.64,14,No Entry
"Udit Narayan, Kumar Sanu","Kaha Ho Tum, Kaha Ho Tum",4.22,9,No Entry
"Alisha Chinai, Sunidhi Chauhan, Vasundhara Das",Hot Hot (Kalyug Ki Laila),4.00,3,No Entry
Sonu Nigam,Just Luv Me (Mai Akela),3.67,9,No Entry
"Alka Yagnik, K. K., Kumar Sanu","Dil Toh Dil Hai, Dil Paagal Hai",3.50,6,No Entry
Alisha Chinai,Dil Churaake,3.00,1,No Entry
"K. K., Sunidhi Chauhan","Ishk Me, Ishk Me",3.00,1,No Entry
"Sunidhi Chauhan, Alisha Chinai",Mere Jaisa Koi Nahin,3.00,1,No Entry
"Lata Mangeshkar, Nitin Mukesh","Noori Noori, Aa Jaa Re O Mere Dilabar Aa Jaa (Part 1)",4.26,339,Noorie
"Lata Mangeshkar, Nitin Mukesh",Aa Ja Re O Mere Dilbar Aaja,4.01,180,Noorie
Lata Mangeshkar,"Chori Chori Koi Aaye, Chupke Chupke Sab Se Chhupke",4.21,95,Noorie
"Pamela Chopra, Jagjit Kaur, Anwar",Uske Khel Nirale Wohi Jane,4.91,11,Noorie
"S K Mahan, Pamela Chopra, Jagjit Kaur, Mandra Kapoor",Aashiq Ho To Aisa Ho,3.80,10,Noorie
Asha Bhosle,Kadar Tumane Na Jaani Biti Jaaye Jawaani,4.83,6,Noorie
Sadhana Sargam,Mitwa Re O Mitwa,3.92,330,Naache Nagin Gali Gali
Sadhana Sargam,Nache Nagin Gali Gali,3.51,239,Naache Nagin Gali Gali
Alka Yagnik,Jaise Bhi Tu Manega Manalungi Sawariya,3.46,110,Naache Nagin Gali Gali
"Sadhana Sargam, Nitin Mukesh",Mile Mann Se Yeh Mann,3.63,93,Naache Nagin Gali Gali
Sadhana Sargam,Yaar Mila Pyar Mila,4.17,24,Naache Nagin Gali Gali
"Sadhana Sargam, Udit Narayan",Tum Kya Aaye Duniya Badal Gayi,3.64,22,Naache Nagin Gali Gali
,Been Music,4.33,3,Naache Nagin Gali Gali
Shaan,Dastaan-E-Om Shanti Om,4.51,53,Om Shanti Om
"Shreya Ghoshal, Sonu Nigam",Main Aagar Kahu Tumsa Hasin,4.39,77,Om Shanti Om
K. K.,?Aankhon Mein Teri Ajab Si Ajab Si Adaayein Hai,4.37,65,Om Shanti Om
"Richa Sharma, Rahat Fateh Ali Khan",Jag Soona Soona Laage,4.41,49,Om Shanti Om
"Udit Narayan, Sunidhi Chauhan, Shreya Ghoshal, Shaan, Rahul Saxena",Deewangi Deewangi,4.38,32,Om Shanti Om
"Abhijeet, Shreya Ghoshal",Dhoom Ta Na.... Kaise Naino Se Naian Milaau Sajana,3.85,34,Om Shanti Om
Shaan,Dastaane Om Shanti Om (Remix),3.60,10,Om Shanti Om
"Rahul Saxena, Sunidhi Chauhan, Shreya Ghoshal, Udit Narayan, Shaan",Deewangi (Remix),4.50,4,Om Shanti Om
"Shreya Ghoshal, Sonu Nigam",Om Shanti Om (Remix),4.29,7,Om Shanti Om
"Caralisa Monteiro, Sukhwinder Singh",Dard E Disco,4.14,7,Om Shanti Om
"Sukhwinder Singh, Nisha Mascarenhas, Marianne D Cruz, Caralisa Monteiro",Dard-E-Disco (Remix),3.83,6,Om Shanti Om
,Om Shanti Om Theme,3.33,3,Om Shanti Om
Shaan,Dastaan (The Dark Side Mix),3.00,1,Om Shanti Om
Rahat Fateh Ali Khan,"Naina Thag Lenge, Naino Ki Mat Maaniyo Re",4.45,49,Omkara
Sukhwinder Singh,Beedi Jalayile Jigar Se Piya,4.12,34,Omkara
Sukhwinder Singh,"Dham Dham Dhadam Dhadaiya Re, Sabse Bade Ladaiya Re",4.36,11,Omkara
"Vishal Bharadwaj, Shreya Ghoshal",O Saathee Re Din Dube Naa,4.31,13,Omkara
"Rakesh Pandit, Rekha Bhardwaj",Namak Isak Kaa,4.20,10,Omkara
Rekha Bhardwaj,Laakad Jalke Koyala Hoy Jaaye,4.67,3,Omkara
"Clinton Cerejo, Sukhwinder Singh, Nachiketa Chakraborty, Sunidhi Chauhan",Beedi (Remix),3.50,2,Omkara
Suresh Wadkar,"Jag Jaa Ree Gudiya, Misri Kee Pudiya",3.40,5,Omkara
Sukhwinder Singh,Omkara (Remix),3.00,1,Omkara
,The Tragedy Of Omkara,1.00,1,Omkara
"Earl Edgar D Souza, Kunal Ganjawala, Raghav Sachar",One Two And Three (Remix),4.50,4,One Two Three
"Kailash Kher, Raghav Sachar, Aditya Dhar, Kaptan Laadi, Kunal Ganjawala, Kshitij Tarey",One Two And Three (Amalgamation),4.00,2,One Two Three
"Sunidhi Chauhan, Raghav Sachar",U Got To Rock Maahi,4.00,2,One Two Three
Ninad Kamat,Lakshmi Narayan,3.83,6,One Two Three
"Earl Edgar D Souza, Kunal Ganjawala","One Two Three, One Two Three",3.67,3,One Two Three
"Mahalakshmi Iyer, Raghav Sachar",Gup Chup Si Hai Baate Mulaakaate,3.00,4,One Two Three
Sunidhi Chauhan,I Waana Guy Jo Dil Mein Bas Jaay,3.00,1,One Two Three
Raghav Sachar,One Two Three (Ballad),3.00,1,One Two Three
"Raghav Sachar, Shilpa Rao",Gup Chup (Remix),1.00,1,One Two Three
Ramona,Meree Jaan Mujhe Chhu Le,4.00,4,Out Of Control
"Sunidhi Chauhan, Shaan",Usa Wich La,4.00,4,Out Of Control
"Babul Supriyo, Shreya Ghoshal",Teraa Chaand Sa Yeh Chehara,3.50,2,Out Of Control
"Udit Narayan, Adnan Sami",Jodiya Ban Gayi,2.67,3,Out Of Control
"Babul Supriyo, Suzanne D Mello",Too Meraa Pyaar Hai Sanam Teree Kasam,3.00,1,Out Of Control
Sonu Nigam,India Se Mai Aaya Hu,1.50,2,Out Of Control
"Babul Supriyo, Udit Narayan","Oy Kudee Vee Sonee, Arey Munda Vee Sona",1.00,1,Out Of Control
"Alka Yagnik, Sonu Nigam",Choree Choree Dekha Tumhe,4.67,3,Om Jai Jagadish
K. K.,Vo Hai Zinda Jinaa Kya Jivan Se Haar Ke,4.56,9,Om Jai Jagadish
"Abhijeet, Hariharan, Alka Yagnik, K. K.",Om Jai Jagadish,4.50,4,Om Jai Jagadish
"Alka Yagnik, Kavita Krishnamurthy, Sonu Nigam, Udit Narayan",Pyaar Kisi Se Kab Hota Hai,4.38,8,Om Jai Jagadish
"Hema Sardesai, Shaan",Shaadi Tujhase Karungaa,4.00,2,Om Jai Jagadish
"Alka Yagnik, Sonu Nigam, Udit Narayan","Chudi Saji Hai Hatho Me, Happy Days Are Here Again",3.20,5,Om Jai Jagadish
"Abhijeet, Alka Yagnik, Hariharan, K. K.",Om Jai Jagdish (2),3.00,1,Om Jai Jagadish
"Abhijeet, Kavita Krishnamurthy, Shaan","Ek Din Yun Huaa, Yahi Hai Hamaari Love Story",1.00,1,Om Jai Jagadish
Javed Bashir,Ye Tune Kya Kiya,4.13,323,Once Upon A Time In Mumbaai Dobaara
Sunidhi Chauhan,"Tu Hi Khwahish, Ho Tu Hi Khatra",4.11,122,Once Upon A Time In Mumbaai Dobaara
Javed Ali,Tayyab Ali Pyar Ka Dushman,4.02,84,Once Upon A Time In Mumbaai Dobaara
"Javed Ali, Sahir Ali Bugga","Chugliyaan (Mera Yaar Yaar Mujh Me, Mera Pyar Pyar Tujh Me)",3.99,88,Once Upon A Time In Mumbaai Dobaara
Anupam Amod,Bismillah,3.98,85,Once Upon A Time In Mumbaai Dobaara
Kishore Kumar,Aaj Tu Gair Sahi Pyar Se Bair Sahi,4.38,29,Oonche Log
Kishore Kumar,Tera Ghar Teri Galiyan Hum To Chhod Chale,4.73,11,Oonche Log
Salma Agha,"O Sajna O Sajna, Koi Na Jane Tu Mera Kya Hai",4.40,10,Oonche Log
Kishore Kumar,Dil Kya Chahe Kaise Bolu,4.60,5,Oonche Log
,Title Music (Oonche Log),4.50,4,Oonche Log
"Salma Agha, Kishore Kumar",Too Meraa Kya Lage O Saathiya,4.14,7,Oonche Log
"Kailash Kher, Meet Bros Anjjan",Mere Nishaan Hai Kaha,4.35,80,OMG Oh My God!
"Shreya Ghoshal, Mika Singh",Go Go Govinda,4.36,47,OMG Oh My God!
Mohammed Irfan,Tu Hi Tu Dil Me Hai Mere,4.23,13,OMG Oh My God!
"Benny Dayal, Himesh Reshammiya, Arya Acharya",Don't Worry (Hey Ram),4.07,15,OMG Oh My God!
Keerthi Sagathia,Dhire Dhire Dhire Hari Bol,4.50,2,OMG Oh My God!
"Himesh Reshammiya, Benny Dayal, Arya Acharya",Don T Worry (Hey Ram) (Remix),4.50,2,OMG Oh My God!
"Shreya Ghoshal, Aman Trikha",Go Go Govinda (Reprise),4.00,3,OMG Oh My God!
,Krishna Theme (Flute),4.00,2,OMG Oh My God!
Suraj Jagan,Tu Hi Tu (Unplugged),4.00,2,OMG Oh My God!
,Oh My God (Omg),3.00,1,OMG Oh My God!
Mohammed Irfan,Tu Hee Tu (Remix),3.00,1,OMG Oh My God!
Suraj Jagan,Tu Hi Tu Dil (Reprise),3.00,1,OMG Oh My God!
Mohit Chauhan,Pee Lu Tere Geele Geele Hontho Ki Sargam,4.34,90,Once Upon A Time In Mumbaai
"Rahat Fateh Ali Khan, Tulsi Kumar",Tum Jo Aaye Zindagi Mein,4.28,57,Once Upon A Time In Mumbaai
Sunidhi Chauhan,Parda Parda Haan Apno Se Kaisa Parda,4.32,38,Once Upon A Time In Mumbaai
"K. K., Dominique Cerejo",I Am In Love Tu Hi Bataa Jaane Kya Mujhe Hua Hai,4.29,34,Once Upon A Time In Mumbaai
Karthik,I Am In Love,4.44,16,Once Upon A Time In Mumbaai
"Rahat Fateh Ali Khan, Tulsi Kumar",Tum Jo Aaye Zindagi Me (Reprise),4.29,14,Once Upon A Time In Mumbaai
Mika Singh,Babu Rao Mast Hai,4.67,3,Once Upon A Time In Mumbaai
Mohit Chauhan,Pee Lu Tere Neele Neele (Remix),4.11,9,Once Upon A Time In Mumbaai
"Dominique Cerejo, K. K.",I Am In Love (Dance),3.43,7,Once Upon A Time In Mumbaai
Mukesh,Mujhe Raat Din Ye Khyal Hai,4.54,78,Oomar Qaid
"Mukesh, Suman Kalyanpur",Suno Ji Ek Baat Tum,2.10,58,Oomar Qaid
Asha Bhosle,O Piya Jana Na Meri Raato Ki Neende Udana Na,4.40,10,Oomar Qaid
Asha Bhosle,"Dil Waha Jaha Ho Tum, Aao Na Kaha Ho Tum",4.33,6,Oomar Qaid
Asha Bhosle,Kaisi Bhekhudi Ka Samna,4.17,6,Oomar Qaid
"Mahendra Kapoor, Asha Bhosle",Dil Ka Fasana Koi Na Jaana,4.00,8,Oomar Qaid
"Mohammed Rafi, Kamal Barot",Bumbai Purani Kalkatta Purana,3.50,4,Oomar Qaid
Mohammed Rafi,Jaag Dil-E-Deewana Rut Jaagi,4.54,147,Oonche Log
"Mahendra Kapoor, Lata Mangeshkar",Aa Ja Re Mere Pyar Ke Rahi Raah Niharu,4.57,61,Oonche Log
Lata Mangeshkar,Hai Re Tere Chanchal Nainwa Kuch Bat Kare,4.22,54,Oonche Log
"Manna Dey, Asha Bhosle",Kaisi Tune Reet Rachi Bhagwan,4.22,9,Oonche Log
Ayushmann Khurrana,O Heeriye Tenu Le Jaana,4.20,10,O Heeriye
Ayushmann Khurrana,O Heeriye Tenu Le Jaana (Remix),3.88,8,O Heeriye
Shardool Sikander,"Akh Naal Akh Ki Milaa Gai, Ik Kudi Dil Utte",4.25,16,O Ho (Album)
Shardool Sikander,"Haase Haase De Vich, Ni Saanun Ishq Brandy Chad Gai",4.33,3,O Ho (Album)
Shardool Sikander,Akh Naal Akh Kee Mila Gayee,3.67,3,O Ho (Album)
Shardool Sikander,Nee Saanu Ishk,3.00,1,O Ho (Album)
Shardool Sikander,Hase Hase De Vich,1.00,1,O Ho (Album)
Abhijeet,O Majhi Re,4.27,11,O Majhi Re (Album)
,Kahi Door Jab Din Dhal Jaaye,3.27,11,O Majhi Re (Album)
Remo Fernandes,Maya Ya Ya Yaa,4.46,13,O Meri Munni
Remo Fernandes,Kuch Chehere Jaane Se,4.33,3,O Meri Munni
Remo Fernandes,O Meree Munnee Munnee Munnee Baby,3.00,6,O Meri Munni
Remo Fernandes,Indian Lady,3.00,1,O Meri Munni
Remo Fernandes,Maria Pita Che,3.00,1,O Meri Munni
Remo Fernandes,Pakka Iraada,3.00,1,O Meri Munni
Remo Fernandes,Suraj Ke Saath,3.00,1,O Meri Munni
Remo Fernandes,The Flute Song,3.00,1,O Meri Munni
Remo Fernandes,The Papadum Jam,3.00,1,O Meri Munni
Manish J. Tipu,Main To Bas Follow Karta (Pollow Karta),4.00,2,O Teri
"Neeti Mohan, Jaspreet Jasz, Gj Singh",Akhan Vich,3.00,1,O Teri
"Roshni Baptist, Jaspreet Jasz","Butt Patlo, Round And Round",3.00,1,O Teri
"Neuman Pinto, Pooja Bhalla, Rajiv Bhalla",Masti Ke Chasme Ko Chada (O Teri),3.00,1,O Teri
"Mika Singh, Iulia Vantur, Jaspreet Jasz",Ummbakku,3.00,1,O Teri
"Mika Singh, Jaspreet Jasz, Iulia Vantur",Ummbakkum (Remix),3.00,1,O Teri
Rajiv Bhalla,O Teri (Remix),3.00,2,O Teri
"Neeti Mohan, Jaspreet Jasz, G.J. Singh",Akhan Vich (Remix),1.00,1,O Teri
"Roshni Baptist, Jaspreet Jasz",Butt Patlo (Remix),1.00,1,O Teri
Monali Thakur,Chal,3.00,1,October
Sunidhi Chauhan,Manwaa,3.00,1,October
